,smiles
1064,COc1cc(Cl)cc(C[NH2+]CCCNC(=O)Nc2ccccc2)c1
1065,[NH3+]C1CC([NH+]2CCn3c(nnc3C(F)(F)F)C2)CCC1c1cc(F)c(F)cc1F
1066,C[NH2+]C(C)C(=O)NC(C(=O)N1CCC2CCC(NC(=O)C(c3ccccc3)c3ccccc3)C21)C(C)(C)C
1067,O=S(=O)([O-])CCC[n+]1ccccc1CCO
1068,COc1cccc(NC(=O)CCC2CCN(C(=O)c3ccc(C(C)=O)s3)CC2)c1
1069,Cn1c[n+](CC(=O)c2ccc(O)c(C(=O)[O-])c2)c2nc(N)[nH]c(=O)c21
1070,CC1(C(=O)[O-])NC(C(=O)[O-])CS1
1071,O=C(Cc1ccccc1)Nn1c[nH+]c2ccccc21
1072,CC(=O)c1ccc(N2CCN(C(=O)c3ccc4c(c3)OCO4)CC2)cc1
1073,O=C1C=Cc2cc(N3CCN(C(=O)c4cccc(Cl)c4)CC3)ccc21
1074,CC(CCCC(C)(C)O)C1CCC2/C(=C\C=C3CC(O)CC(O)C3)CCCC21C
1075,COC(=O)c1cc(NC(=O)c2cccc(O)c2C)c2cc(C(N)=[NH2+])ccc2c1
1076,CN(C)c1nc[nH+]c2[nH]cnc12
1077,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc4[nH]nnc4c32)cc1
1078,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(F)c3)c21
1079,O=C([O-])CNC(=O)c1nc2cc(Cl)c(Cl)cc2[nH]1
1080,Cc1ccc(-c2cc(=O)c3ccccc3o2)cc1
1081,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2ccc(CO)cc2)n1
1082,C[NH+](C)C1CCc2cc(N3CCC(NS(=O)(=O)c4ccc5cc(Cl)ccc5c4)C3=O)ccc21
1083,Cc1cn(CCn2cnc(-c3ccccc3)c2-c2ccc(C#N)cc2)nn1
1084,Cc1cn(CCn2cnc(-c3cnn(C)c3)c2-c2ccc(C#N)cc2)nn1
1085,O=C(NCCC[NH2+]Cc1cc(Cl)cc(Cl)c1)Nc1ccsc1
1086,O=c1ccn(-c2cccc(-c3ccccc3)c2)cc1[O-]
1087,Cn1c(-c2cccc(-c3ccccc3)c2)ncc([O-])c1=O
1088,NC1=NC2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3ccnc(F)c3)cc12
1089,Brc1cccc(C2CC(c3cccc(Br)c3)n3nnnc3N2)c1
1090,CCNc1cc(C(c2ccccc2)[NH+]2CCCC(n3cc(C)c(=O)[nH]c3=O)C2)cc(Oc2cccc(Cl)c2)c1C(=O)[O-]
1091,COCC(=O)NCCc1c(C)[nH]c2ccc(O)cc12
1092,CCc1cc(-c2[nH]ncc2-c2cnc[nH]2)c(O)cc1O
1093,CC(CO)C(O)COP(=O)([O-])OP(=O)([O-])[O-]
1094,CC(NC(=O)c1cc(F)cc(CN2C(=O)CC(C)(C(C)C)N=C2N)c1)c1ccccc1
1095,COc1ccc(Br)cc1-c1nc(N)nc2nc[nH]c12
1096,O=C(NCc1cccc(F)c1Cl)C1CC(O)C(O)C1
1097,CC#CCOc1ccc(S(=O)(=O)CCCS)cc1
1098,O=C(C(O)CS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(N2CCCNC2=O)CC1
1099,CC1c2nc(C(F)(F)F)nn2CCN1C(=O)CC([NH3+])Cc1cc(F)c(F)cc1F
1100,C[N+]1(C)CCC(C(=O)[O-])CC1
1101,COc1cc(Cl)cc(C[NH2+]CCCNC(=O)Nc2ccsc2)c1
1102,C[NH2+]CC[NH+]1CC2CC(CN(C(=O)C(C)N3CCC(NS(=O)(=O)c4ccc5cc(Cl)ccc5c4)C3=O)C2)C1
1103,Nc1ncnc2c1ncn2C1CC(CNS(=O)(=O)NC(=O)CCCCC2SCC3NC(=O)NC32)C(O)C1O
1104,Nc1ncnc2c1ncn2C1OC(CNS(=O)(=O)NC(=O)CCCCC2SCC3NC(=O)NC32)C(O)C1F
1105,Nc1ncnc2c1ncn2C1C[NH2+]CC(COS(=O)(=O)NC(=O)CCCCC2SCC3NC(=O)NC32)O1
1106,CCCNC(=O)C1CCCN1C(=O)C([NH3+])C(c1ccccc1)c1ccccc1
1107,COCCOc1cnc2ccc(C(C)c3nnc4c(F)cc(-c5cc(C)no5)cn34)cc2c1
1108,NC1=[NH+]C(c2ccccc2)(c2ccccc2)C2=NCCCN21
1109,NS(=O)(=O)N1CC(C(=O)Nc2ccc(Cl)cc2)C(C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C1
1110,CC1=CCC2(CO)COC(c3ccc(O)cc3)C1C2
1111,COc1cccc(C(=O)N2CCN(C(=O)COc3cccc(C)c3)CC2)c1OC
1112,[NH-]S(=O)(=O)c1ccc(C(=O)[O-])c(S(=O)(=O)NCCc2ccccc2)c1
1113,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc2c(c1)CS(=O)(=O)C2
1114,Cc1ccc(C(=O)N2CCCC2C(=O)NCc2cc(Cl)ccc2C[NH3+])[nH]1
1115,CC(c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1)[NH+](C)C
1116,CC(C)(Nc1nc(-c2c[nH]c3ncc(Cl)cc23)ncc1F)C(=O)NCC(F)(F)F
1117,CC1C[NH+](Cc2ccc(F)cc2)C(C)CN1C(=O)c1cc2c(C(=O)C(=O)N(C)C)cn(C)c2cc1Cl
1118,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1ccc(C(=O)[O-])cc1
1119,COc1cnc2ccc(C(C)(F)c3nnc4c(F)cc(-c5cc(C)no5)cn34)cc2c1
1120,CC(=O)NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1
1121,CC1(C(=O)[O-])OCC2OC(O)C(O)C(O)C2O1
1122,CCC/C=C(\CCC)C1=C(c2ccccc2)C2(Nc3ccccc3)CCCC2C1
1123,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cccnc3)c2)[NH+]=C1N
1124,CN(C)C(=O)C(C1CCC(c2ccc3ncnn3c2)CC1)C([NH3+])C(=O)N1CCC(F)(F)C1
1125,O=C(Nc1ccccn1)C(=O)NC1OC(CO)C(O)C(O)C1O
1126,CCCCc1ccc[n+](CC(P(=O)([O-])[O-])P(=O)([O-])[O-])c1
1127,CCC(O)(CC)c1ccc2cc(-c3n[nH]c4cc(C(F)F)sc34)[nH]c2c1
1128,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1
1129,O=C([O-])Cn1ccc(=O)n(Cc2nc3cc(Cl)ccc3s2)c1=O
1130,OCC1OC(O)C(O)C(OC2OC3COC(C3O)C2O)C1O
1131,COc1cc(OCC#Cc2ccc3ccncc3c2)ccc1C[NH+]1CC[NH2+]CC1
1132,O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)ccc12
1133,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C
1134,[NH3+]C(CCC(=O)NC(CSCC(=O)c1ccc(-c2ccccc2)cc1)C(=O)NCC(=O)[O-])C(=O)[O-]
1135,CC(C(=O)N1CCC(=O)N(C)CC1)N1CCC(NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O
1136,Cn1cc(-c2ccc(=O)n(C)c2)c(COc2ccc(-c3cccc4c3ncn4C)cc2)n1
1137,[NH3+]Cc1ccc(-c2cccs2)s1
1138,Nc1nnc(-c2c[nH]c3ncc(-c4c[nH]c5ccccc45)cc23)o1
1139,CC(=O)NC1C([NH3+])C=C(C(=O)[O-])OC1C(O)C(O)C[NH3+]
1140,CC(Nc1nc2c(cnn2C2CCCC2)c(=O)[nH]1)c1ccc(Cl)cc1
1141,Cn1ccc(C[NH2+]CCc2ccccc2)n1
1142,C[NH+](CC[NH3+])Cc1c[nH]nc1-c1ccc(F)cc1
1143,Oc1cnn(-c2cccc(C(F)(F)F)c2)c1
1144,Nc1ccc(C(=O)[O-])cc1O
1145,Nc1c(C(=O)[O-])ccc(Cl)c1[O-]
1146,NC(=O)CC([NH3+])C(=O)OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
1147,CC(=O)NC1C([NH3+])C=C(C(=O)[O-])OC1C(O)C(O)CO
1148,OCCCn1nnc2c(Br)c(Br)c(Br)c(Br)c21
1149,CC1(c2cc(-c3cncnc3)c(F)cc2F)CCSC(N)=N1
1150,CC1(C)CC(Nc2cccc(-c3sc(C(=O)[O-])c(OCC(=O)[O-])c3Br)c2)CC(C)(C)C1
1151,CCc1cc(-c2n[nH]c(C(=O)[O-])c2-c2ccc3c(c2)OCO3)c(O)cc1O
1152,[NH3+]C(Cc1ccc(Br)cc1)C(=O)[O-]
1153,[NH3+]CC(=O)Nc1ccc(OCc2ccccc2)cc1
1154,[NH3+]CCCC(=O)Nc1ccc(OCc2ccccc2)cc1
1155,N=C(N)SCCc1ccc(CCSC(=N)N)cc1
1156,Cn1cnc(S(=O)(=O)Nc2cc3c(cc2Oc2cccc(OCC4CCOC4)c2)n(C)c(=O)n3C)c1
1157,O=C([O-])CCc1nc2ccccc2[nH]1
1158,Cc1ccc2[nH]c(C(=O)[O-])cc2c1
1159,Cn1c(CNc2ccc(C(N)=[NH2+])cc2)nc2cc(C(=O)N(CCC(=O)[O-])c3ccccn3)ccc21
1160,Cc1ccccc1C1CCCN1C(=O)c1cc(Cl)c(O)cc1O
1161,CC1=NC(C(=O)[O-])CCN1
1162,Nc1nc[nH+]c2c(C[NH+]3CC(O)C(CSc4ccc(Cl)cc4)C3)c[nH]c12
1163,CC(C)CC(CNC(=O)c1cccnc1)Cc1ccc2c(c1C(=O)[O-])OCO2
1164,CS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)Nc2nccs2)cc1
1165,CCN(c1nc(Nc2ccc3c(c2)S(=O)(=O)NC3)ncc1Cl)c1cccc2[nH]ncc12
1166,Cn1ncc2cc(Nc3nccc(N(CCCO)c4cccc5[nH]ncc45)n3)ccc21
1167,Cc1ncoc1-c1cccc(Nc2nccc(N(CCCO)c3cccc4[nH]ncc34)n2)c1
1168,O=S1(=O)NCc2ccc(Nc3nccc(N(CCO)c4cccc5[nH]ncc45)n3)cc21
1169,O=S1(=O)NCc2ccc(Nc3nccc(N(CCCO)c4cccc5[nH]ncc45)n3)cc21
1170,O=S(=O)([O-])c1cc(N=C=S)ccc1/C=C/c1ccc(N=C=S)cc1S(=O)(=O)[O-]
1171,N#Cc1cccc(C#N)c1-c1nc2c3ccccc3c3cc(Cl)ccc3c2[nH]1
1172,O=C([O-])c1cc(O)cc(C2CC[NH2+]C2C(=O)[O-])c1
1173,CCCC1C[NH2+]C(C(=O)[O-])C1c1cccc(C(=O)[O-])c1
1174,Fc1cccc(CCC[NH2+]CCc2ccnc(-n3ccnc3)n2)c1
1175,N#Cc1ccc(-c2cnc3ccc(NCc4ccccc4)nn23)cc1
1176,CCCCCC[NH+](CO)Cc1c[nH]c2c(N)ncnc12
1177,CSCC1C[NH+](Cc2c[nH]c3c(N)ncnc23)CC1O
1178,O=C(Nc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1)c1cccs1
1179,O=C([O-])c1nc(-c2ccccc2)[nH]c1C(=O)[O-]
1180,Cc1nc(-c2ccccc2)[nH]c1C(=O)[O-]
1181,Cn1nc(-c2ccccc2)cc1C(=O)NC(Cc1ccc2ccccc2c1)C(=O)[O-]
1182,NC(=[NH2+])c1ccc(C=O)cc1
1183,Cc1nc(-c2cccc(Cl)c2)[nH]c1C(=O)[O-]
1184,O=C([O-])CN(Cc1ccccc1)C(=O)c1nc(-c2ccccc2)[nH]c1C(=O)[O-]
1185,Cc1cc(NC(=O)c2cnn3cccnc23)n(-c2ccccc2)n1
1186,Cc1cccc(C(=O)NCCC2(CNc3ccc(C(N)=O)cn3)CCCCC2)c1
1187,Nc1nc2c(c(=O)[nH]1)CC(CCc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])s1)CN2
1188,O=C([O-])CNC(=O)c1ncc2c(I)cccc2c1[O-]
1189,O=C([O-])Cc1ccc(O)cc1
1190,COc1ccc(-c2cc(C(=O)NC(CO)Cc3cccc(C#N)c3)co2)cc1OC
1191,Nc1nc(Nc2ccccc2)nn1-c1cc(Nc2ccccc2)ncn1
1192,N=C(NCCCC([NH3+])C(=O)N(O)C1C[NH2+]C(C(N)=O)C1)N[N+](=O)[O-]
1193,NC(=O)C1CCCCc2c1[nH]c1ccc(Cl)cc21
1194,Cc1ccc(S([NH-])(=O)=O)cc1
1195,CCc1ccc(S(N)(=O)=O)cc1
1196,CCCc1ccc(S(N)(=O)=O)cc1
1197,Cc1ccc(COc2cccc3[nH+]c(N)nc(N)c23)cc1
1198,CN(C(=O)C1COc2ccccc2O1)c1ccccc1
1199,N#Cc1ccc(-c2cnc3nnc(Cc4c[nH]c5ncccc45)n3n2)cc1
1200,Cc1cc2nc(CCNC(=O)c3ccc(-n4cnnc4)cc3)[nH]c2cc1C
1201,[NH-]S(=O)(=O)c1ccc(C(=O)N2CCc3cc(O)c(O)cc3C2)cc1
1202,[NH-]S(=O)(=O)c1ccc(C(=O)N2CCc3ccccc3C2)cc1
1203,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C([NH3+])C2SC1
1204,Cc1cc(=O)n(C)c2cc(N3CCCCC3=O)ccc12
1205,Cc1cc(=O)n(C)c2cc(N3C(=O)CCC(NC(=O)OC(C)(C)C)C3c3ccccc3)ccc12
1206,Cc1cc2cn[nH]c2cc1-c1cccc2c(N)c(C(N)=O)nnc12
1207,Cn1c(-c2c[nH]c3cc(C#N)ccc23)nc2ccc(C(=O)N3CCOC(c4ccccc4)C3CO)cc21
1208,Cc1ccc(O)c2c3c(nn12)CCC(C)(NC(=O)c1ccc(-n2cnnc2)cc1)C3
1209,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3cn[nH]c3n2)c(OC(C)C)cc1C1CC[NH+](C)CC1
1210,CC(C)=CCOP(=O)([O-])[O-]
1211,C/C(=C\c1ccccc1)C(=O)[O-]
1212,O=C([O-])/C(F)=C/c1ccccc1
1213,Cc1ccc(C(=O)[O-])c(N)c1
1214,Cc1cc2nc(C(CNC(=O)c3c(Cl)cc(-n4cnnc4)cc3Cl)c3ccccc3)[nH]c2cc1C
1215,O=C([O-])c1c(CCCOc2cccc3ccccc23)c2cccc3c2n1CCCS3=O
1216,Cc1ccc(C(=O)[O-])cc1
1217,COC(=O)c1cccc2[nH]ccc12
1218,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CC[NH2+]CC1
1219,CC(C)(C)C1C(O)=C(C2=NS(=O)(=O)c3c(CNS(C)(=O)=O)cccc32)C(=O)N1Cc1ccc(F)c(Cl)c1
1220,C[N+](C)(C)C(Cc1cnc(S(=O)CC(NC(=O)CCC([NH3+])C(=O)[O-])C(=O)[O-])[nH]1)C(=O)[O-]
1221,O=[N+]([O-])c1ccc(CS)cc1
1222,O=[N+]([O-])c1ccc(OP(=O)([O-])[O-])cc1
1223,Nc1nc2[nH]cc(-c3ccc(F)cc3)c2c(N)[nH+]1
1224,N#C/C(=C\c1cn(Cc2ccc(F)cc2)c2cc(Cl)ccc12)c1ccc(C(=O)[O-])cc1
1225,Cc1c(Sc2cccc(C(=O)[O-])c2F)c2ccc(Cl)c(F)c2n1CC(=O)N1CC2(CC2)c2ccccc21
1226,CC(C(=O)N1CCC[NH+](C)CC1)N1CCC(N(CC(N)=O)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O
1227,CC(C(=O)N1CCOCC1)N1CCC(NS(=O)(=O)/C=C/c2ccc(Cl)cc2)C1=O
1228,CC(CCC(=O)[O-])C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
1229,CCN1c2ccc(F)cc2N=C(N2CC[NH+](C)CC2)c2cc(Cl)ccc21
1230,CCN1c2ccc(F)cc2N=C(NC2CCN(C(=O)NC(C)(C)C)C2)c2cc(Cl)ccc21
1231,CC(=O)C1=CCCC2CCC1[NH2+]2
1232,C(=C1\CCCN=C1c1cccnc1)\c1cccs1
1233,C(=C1\CCCN=C1c1cccnc1)\c1cc[nH]c1
1234,CC(C)(COP(=O)([O-])OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS
1235,CC(C)(CO)n1c(=O)[nH]c2c3cccnc3n(-c3ccccc3)c(=O)c21
1236,COc1ccc2c3c(n(CC=C(C)C)c2c1)C(C=C(C)C)N1C(=O)C2CCCN2C(=O)C1(O)C3O
1237,CC(=O)Nc1cc(-c2ccc(N(C)C(=O)c3c(F)cccc3Cl)c(N3CC4CC4C3)c2)n(C(C)C)n1
1238,C=C(C)c1cccc(C(C)(C)NC(=O)Nc2ccc(Cl)c(C(=O)N(C)C)c2)c1
1239,CCC(CO)Nc1ccc2ncc(-c3ccc(C(=O)[O-])cc3)n2n1
1240,O=C([O-])c1cccc(COc2ccccc2)c1
1241,NC(=O)c1nnc2ccccc2c1N
1242,Cc1ccncc1-c1cccc2c(N)c(C(N)=O)nnc12
1243,NC1=NC23CCC(NC(=O)c4cccc(Cl)c4)CC2C(COC3)S1
1244,NC1=NC23CCC(NC(=O)c4cccc(Cl)c4)CC2(COC3)CS1
1245,NC1=NC2CCC(NC(=O)c3cccc(Cl)c3)CC2CS1
1246,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1
1247,[NH3+]CC(=O)NCP(=O)([O-])CCC(=O)NCC(=O)[O-]
1248,CCOc1cc2c(cc1OCC)C(c1ccc(Cl)cc1)N(c1ccc(C)cc1OCc1nnn[n-]1)C(=O)C2
1249,Nc1cnccc1C(=O)[O-]
1250,O=S(=O)([O-])c1ccc(O)c([O-])c1
1251,Clc1c(CNc2nccc(Nc3cc(C4CC4)[nH]n3)n2)ccc2[nH]cnc12
1252,OCC(O)c1ccc2ccccc2c1
1253,CCC(C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(N(C)Cc3ccncc3)cc1)C2c1ccc(Cl)cc1
1254,CCOc1cc2c(cc1-c1cc(/C=C/C(=O)[O-])ccc1O)C(C)(C)CCC2(C)C
1255,CC(C)Oc1ccc(-n2c(C(=O)[O-])cc3cc(-c4ccc(C(C)(C)C)cc4)ccc32)cc1
1256,CCOC(=O)c1cc2cc(-c3cncn3C)ccc2[nH]1
1257,Cc1nc(C(Cc2ccccc2)(Cc2ccc(NS(=O)(=O)[O-])cc2)c2noc(C)n2)no1
1258,NC(=[NH2+])c1ccc2cc(C3OC3c3ccccc3)ccc2c1
1259,Oc1cccc(-c2nnc(S)o2)c1
1260,O=C(NC1C(O)OC(CO)C(O)C1O)OCC1=Cc2ccccc2S1(=O)=O
1261,O=C(CCc1ccc(O)cc1)NC1C(O)OC(CO)C(O)C1O
1262,O=c1cc(N2CCc3[nH]nc(-c4ccncc4)c3C2)ccn1Cc1ccccc1
1263,Fc1ccc(-c2n[nH]c3c2CN(c2ccccn2)CC3)cc1
1264,O=c1cc(N2CCc3[nH]nc(-c4ccncc4)c3C2)cc[nH]1
1265,Cc1ccc(C(C)Nc2nc3cc(F)ccc3o2)cc1NC(=O)c1cnc2ccccn12
1266,O=C1c2cc(-c3ccnc(NC4CCOCC4)n3)cn2CCN1C(CO)c1cccc(Cl)c1
1267,O=C1c2cc(-c3ccnc(NC4CCOCC4)n3)cn2CCCN1C(CO)c1cccc(Cl)c1
1268,O=C1c2cc(-c3ccnc(NC4CCC(O)C4)n3)cn2CCCN1C(CO)c1cccc(Cl)c1
1269,CCCc1cc(=O)n2nc(NCc3ccc(Br)cc3)[nH]c2n1
1270,CCc1cc(=O)n2nc(C)c(C#N)c2[nH]1
1271,N#Cc1cnn2c(=O)cc(Cc3ccccc3)[nH]c12
1272,c1cncc(C2CC3CC[NH+]2CC3)c1
1273,CC(C)CC(CNC(=O)c1ccc(N)cc1)Cc1ccc2c(c1C(=O)[O-])OCO2
1274,CCCCc1cc(=O)n2nc(NCc3ccc(Cl)cc3F)c(C#N)c2[nH]1
1275,CCCc1cc(=O)n2nc(CC(=O)N3CCCC3)c(C#N)c2[nH]1
1276,O=C([O-])c1cc2sccc2[nH]1
1277,COc1cccc(COC(=O)c2oc3cccc(OC4CC[NH2+]CC4)c3c2C)c1
1278,CC([NH3+])C(=O)Nc1cccc(N)n1
1279,Cc1c(Cl)nc(C2CC2)nc1Cl
1280,Cc1nc(C)c(CNc2nc(OCCCc3ccc4ccccc4n3)nc(Cl)c2C)s1
1281,Cc1c(N)nc(C2CC2)nc1Cl
1282,CCCNc1nc(C2CC2)nc(Cl)c1C
1283,COc1ccc(C(=O)Nc2cc(-c3ccccc3)[nH]n2)cc1OC
1284,Cc1nc(C)c(CNc2nc(OCCc3ccccn3)nc(Cl)c2C)s1
1285,Cc1nc(C)c(CNc2nc(C3CC3)nc(Cl)c2C)s1
1286,O=C([O-])c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccc(F)c23)c(F)c1
1287,CC1(C(=O)[O-])CC=C(c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccc(F)c23)CC1
1288,O=C([O-])c1cc(F)c(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccnc23)cc1O
1289,CCCCCCOC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O
1290,O=C(NC1C2CC3CC1CC(O)(C3)C2)c1sc(OCCO)nc1C1CC1
1291,COC1(CC[NH3+])CCN(c2nccc(Nc3cc4c(cn3)nc(C)n4C(C)C)n2)CC1
1292,Cc1nc2cnc(Nc3ccnc(OCC(C)(C)S(C)(=O)=O)n3)cc2n1C(C)C
1293,COC1CCN(c2nccc(Nc3cc4c(cn3)nc(C)n4C(C)C)n2)CC1F
1294,[NH3+]C(Cc1cc(Cl)c(Cl)c(-c2cncc(O)c2)c1)C(=O)[O-]
1295,COC1CCN(c2nccc(Nc3cc4c(cn3)nc(C(C)O)n4C(C)C(F)(F)F)n2)CC1F
1296,Cc1cccc(C)c1OCC(C)[NH3+]
1297,CC(=O)c1cccc(-c2cnc3ccc(NC4CCOCC4)nn23)c1
1298,O=C(C1C[NH2+]CC12CCCc1ccccc12)N1CCC(c2ccccc2)CC1c1ccccc1
1299,O=C([O-])COc1c(C(=O)[O-])sc(-c2ccccc2)c1Br
1300,CC(C)n1nc(Nc2cc(C(F)(F)F)ccn2)cc1C1CC[NH2+]CC1
1301,N#Cc1ccnc(Nc2cc(C3CC[NH+](C4COC4)CC3)n(C3CCCC3)n2)c1
1302,COc1ccc(Nc2nc(-c3cccc(C(N)=O)c3)cn3ccnc23)cc1OC
1303,CNC(=O)c1ccc(NC(=O)c2cccc(-c3cn4ccnc4c(Nc4ccc(OC)c(OC)c4)n3)c2)cc1
1304,CNc1nc2c(cc(C(=O)N(C3CC3)C3CC3)n2CC(O)CO)c2c1ncn2C
1305,Oc1cc(O)cc(Oc2ccc(Cl)c(Cl)c2)c1
1306,CNC(=O)c1cc2c(Oc3ccc(I)cc3)cncc2s1
1307,NC(=[NH2+])c1ccc(CNC(=O)C2CCCN2C(=O)CCC2CCCCC2)cc1
1308,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21
1309,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3nc(C)c(C)s3)nc21
1310,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(NCCCOC)nc21
1311,COc1ccc2c(c1)c(CC(=O)[O-])cn2C(=O)c1ccc(Cl)cc1
1312,O=C([O-])COc1c(Br)csc1C(=O)[O-]
1313,[NH3+]Cc1csc2ccc(Br)cc12
1314,C[NH2+]C(C)C(=O)NC(C(=O)N1CCCC1c1nc(-c2cccc3ccccc23)cs1)C1CCCCC1
1315,Cc1cccc(CNC(=O)C2CCCN2C(=O)C([NH3+])Cc2ccccc2)c1
1316,Cc1c(NC2CCCC2(C)O)ccc(C#N)c1Cl
1317,[NH-]S(=O)(=O)c1ccc(-c2ccc(C(=O)c3ccc(N)cc3)cc2)cc1
1318,O=C1CN(c2csc(-c3ccccc3)c2Cl)S(=O)(=O)[N-]1
1319,CN(C)C(=O)C(C1CCC(c2cccc3ncnn23)CC1)C([NH3+])C(=O)N1CCC(F)C1
1320,CC(C)C(NS(=O)(=O)CCCc1ccccc1)P(=O)([O-])CC(C(=O)[O-])c1cccc(C[NH3+])c1
1321,O=C([O-])C1=Cc2cc(Cl)cc(Cl)c2OC1C(F)(F)F
1322,Clc1ccccc1-c1nnn[n-]1
1323,CC(C)(C)C(O)C(=O)NS(=O)(=O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
1324,COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)OC2CCOC3OCCC23)cc1
1325,COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)OC2CCOC3OCC(O)C23)cc1
1326,CN1C(=O)C(c2ccsc2)(c2cccc(-c3cccnc3)c2)[NH+]=C1N
1327,CC(Cn1ncnn1)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1
1328,CCC(NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)[O-])cc1)c1ccccc1
1329,CC(=O)c1cccc(O)c1
1330,CC(C)(C)C([NH3+])C(=O)NS(=O)(=O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
1331,COc1cc(-c2ccccc2)cc(C(C)C#Cc2c(N)nc(N)[nH+]c2C)c1
1332,COc1cc(-c2ccc(C)cc2)cc(C(C)C#Cc2c(N)nc(N)[nH+]c2C)c1
1333,COc1cc(-c2cc(C)cc(C)c2)cc(C(C)C#Cc2c(N)nc(N)[nH+]c2C)c1
1334,[NH3+]C(Cc1ccccc1)C(=O)N1CCCC1C(=O)NCc1ccccc1
1335,COc1cc(F)cc2c1nc(C)c1c(C)nc(-c3ccncc3C)n12
1336,CNc1ncnc2c1ncn2C1OC(/C=C/CNC(=O)c2cc(-c3ccc(F)cc3)cc(O)c2[O-])C(O)C1O
1337,CC(C)n1cnc2cc(C(=O)[O-])ccc21
1338,CC(C)C([NH3+])C(=O)NS(=O)(=O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
1339,COc1ccc(C2(c3cccc(-c4cncnc4)c3)CCC(N)=N2)cc1
1340,CC(=O)NCCc1ccccc1
1341,O=c1[nH]cnc2scc(-c3cccs3)c12
1342,CNC(=O)c1cnn(C)c1Cl
1343,COC(=O)C1(Cc2ccc(OCc3cc(C)nc4ccccc34)cc2)CC1C(=O)N[O-]
1344,Cc1nnc2n1-c1ccc(-c3ccc(N)nc3)cc1N(c1ccc(Cl)cc1)CC2C
1345,C/C(=C\C(=O)Nc1ccccc1C(=O)[O-])c1ccc2ccccc2c1
1346,CCCC(=O)Nc1sccc1C(N)=O
1347,O=c1cc(-c2ccccc2)c2c(-c3cnc(-c4cccnc4)s3)n[nH]c2[nH]1
1348,O=c1ccc2c(-c3cnc(-c4cccnc4)s3)n[nH]c2[nH]1
1349,COc1ccc(-c2cc3ncsc3c(OC(C)C3CNC(=O)C3)n2)cc1OC
1350,COc1cc(C(C)(C)C#Cc2c(N)nc(N)[nH+]c2C)cc(OC)c1OC
1351,CC1C(=O)NCCCN1C(=O)CC([NH3+])Cc1cc(F)c(F)cc1F
